33,1460474880
34,1467928064
35,1467928064
36,1467928064
37,1467928064
38,1467928064
39,1467928064
40,1467928064
41,1467928064
42,1467928064
43,1467928064
44,1467928064
45,1467928064
46,1467928064
47,1467928064
48,1467928064
49,1467928064
50,1467928064
51,1467928064
52,1467928064
53,1467928064
54,1467928064
55,1467928064
56,1467928064
57,1467928064
58,1467987456
59,1468380672
60,1468773888
61,1469167104
62,1469560320
63,1469953536
64,1470346752
65,1470739968
66,1471135232
67,1471528448
68,1471921664
69,1472314880
70,1472708096
71,1473101312
72,1473494528
73,1473887744
74,1474280960
75,1474674176
76,1475067392
77,1475460608
78,1475853824
79,1476247040
80,1476640256
81,1477033472
82,1477426688
83,1477819904
84,1478213120
85,1478606336
86,1478999552
87,1479392768
88,1479785984
89,1480179200
90,1480572416
91,1480965632
92,1481358848
93,1481752064
94,1482145280
95,1482538496
96,1482931712
97,1483324928
98,1483718144
99,1484111360
100,1484504576
101,1484897792
102,1485291008
103,1485684224
104,1486077440
105,1486470656
106,1486863872
107,1487257088
108,1487650304
109,1488043520
110,1488436736
111,1488829952
112,1489223168
113,1489616384
114,1490009600
115,1490402816
116,1490796032
117,1491189248
118,1491582464
119,1491975680
120,1492368896
121,1492762112
122,1493155328
123,1493548544
124,1493941760
125,1494334976
126,1494728192
127,1495121408
128,1495514624
129,1495907840
130,1496304128
131,1496697344
132,1497090560
133,1497483776
134,1497876992
135,1498270208
136,1498663424
137,1499056640
138,1499450368
139,1499843584
140,1500236800
141,1500630016
142,1501023232
143,1501416448
144,1501809664
145,1502202880
146,1502596608
147,1502989824
148,1503383040
149,1503776256
150,1504169472
151,1504562688
152,1504955904
153,1505349120
154,1505742848
155,1506136064
156,1506529280
157,1506922496
158,1507315712
159,1507708928
160,1508102144
161,1508495360
162,1508889088
163,1509282304
164,1509675520
165,1510068736
166,1510461952
167,1510855168
168,1511248384
169,1511641600
170,1512035328
171,1512428544
172,1512821760
173,1513214976
174,1513608192
175,1514001408
176,1514394624
177,1514787840
178,1515181568
179,1515574784
180,1515968000
181,1516361216
182,1516754432
183,1517147648
184,1517540864
185,1517934080
186,1518327808
187,1518721024
188,1519114240
189,1519507456
190,1519900672
191,1520293888
192,1520687104
193,1521080320
194,1521476096
195,1521869312
196,1522262528
197,1522655744
198,1523048960
199,1523442176
200,1523835392
201,1524228608
202,1524622336
203,1525015552
204,1525408768
205,1525801984
206,1526195200
207,1526588416
208,1526981632
209,1527374848
210,1527768576
211,1528161792
212,1528555008
213,1528948224
214,1529341440
